Bank,Lånenavn,Nominell rente,Etableringsgebyr,Etableringsgebyr i %,Termingebyr,Min beløp,Maks beløp,Min alder,Maks alder,Maks løpetid (år),Belaningsgrad
Sunndal Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
SpareBank 1 Nordmøre,Kaskofritt Billån,14.75,2700.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Aasen Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
SpareBank 1 SMN,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
Haugesund Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
DNB Bank ASA,DNB Billån Ung egenkapital mellom 20 og 35%,7.4,2500.0,0.0,65.0,40000.0,200000.0,18,33,10,80.0
SpareBank 1 SMN,Kaskofritt Caravanlån/Bobillån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Marker & Eidsberg Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Tinn Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
DNB Bank ASA,DNB Billån Ung egenkapital mindre enn 20 %,8.4,2500.0,0.0,65.0,40000.0,200000.0,18,33,10,100.0
DNB Bank ASA,DNB Billån SAGA / SAGA Platinum egenkapital mindre enn 20%,8.4,2300.0,0.0,65.0,40000.0,1000000000.0,18,100,10,100.0
Ørland Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 SMN,Kaskofritt Motorsykkel lån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Berg Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
DNB Bank ASA,DNB Billån Ung egenkapital 35 % eller mer,6.74,2500.0,0.0,65.0,25000.0,200000.0,18,33,10,65.0
Luster Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
DNB Bank ASA,DNB Billån SAGA / SAGA Platinum  egenkapital mer enn 35%,6.74,2300.0,0.0,65.0,40000.0,1000000000.0,18,100,10,65.0
Søgne og Greipstad Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Vekselbanken,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
DNB Bank ASA,DNB Billån SAGA / SAGA Platinum egenkapital mellom 20-35%,7.4,2300.0,0.0,65.0,40000.0,1000000000.0,18,100,10,80.0
Soknedal Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Norsk Sykepleierforbund (DNB),NSF Billån egenkapital mindre 20 %,8.4,2300.0,0.0,65.0,40000.0,1000000000.0,18,100,10,100.0
Lillesands Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
SpareBank 1 Nordmøre,Motorsykkel LO mellom 65 - 80 % finansiering,8.6,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Birkenes Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Norsk Sykepleierforbund (DNB),NSF Billån egenkapital mellom 20 % og 35 %,7.4,2300.0,0.0,65.0,40000.0,1000000000.0,18,100,10,80.0
Tolga-Os Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Nordmøre,Kaskofritt Caravanlån/Bobillån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Sogn Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Norsk Sykepleierforbund (DNB),NSF Billån egenkapital 35 % eller mer,6.74,2300.0,0.0,65.0,40000.0,1000000000.0,18,100,10,65.0
Lillesands Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Nordmøre,Kaskofritt Motorsykkel lån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Kvinesdal Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Skudenes & Aakra Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Agder Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
SpareBank 1 SMN,Kaskofritt Billån,14.75,2700.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Vekselbanken,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebanken Narvik,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Kvinesdal Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Oslofjord Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
SpareBank 1 Nord-Norge,LOfavør Caravanlån inntil 100%,8.3,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Gudbrandsdal,LO Billån Ung 18-34 kaskofritt,9.4,2400.0,0.0,95.0,30000.0,130000.0,18,34,5,100.0
Haugesund Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Østfold Akershus,LOfavør Grønt billån inntil 100%,8.45,1000.0,0.0,95.0,50000.0,1000000000.0,18,100,8,100.0
Sunndal Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Trøndelag Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Fana Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
SpareBank 1 Helgeland,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
JBF Bank og Forsikring,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Caravanlån inntil 100%,8.3,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Flekkefjord Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
SpareBank 1 Nordmøre,Motorsykkel LO inntil 65 % finansiering,7.4,2690.0,0.0,95.0,10000.0,10000000.0,18,100,10,65.0
Selbu Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Soknedal Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Skue Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
SpareBank 1 Østfold Akershus,Billån inntil 100%,8.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
SpareBank 1 Østfold Akershus,LOfavør Båt under 7 meter inntil 80%,10.65,7995.0,0.0,95.0,50000.0,500000.0,18,100,7,80.0
DNB Bank ASA,DNB Sikret Billån egenkapital mellom 20 % og 35 %,7.5,2500.0,0.0,65.0,40000.0,1000000000.0,18,63,5,80.0
SpareBank 1 Østfold Akershus,LOfavør Båt under 7 meter inntil 100%,11.65,7995.0,0.0,95.0,50000.0,500000.0,18,100,7,100.0
Valdres Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
DNB Bank ASA,DNB Sikret Billån egenkapital mindre enn 20 %,8.5,2500.0,0.0,65.0,40000.0,1000000000.0,18,63,5,100.0
SpareBank 1 Gudbrandsdal,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
NORDirekte (Skagerrak Sparebank),Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Skudenes & Aakra Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Sogn og Fjordane,Kaskofritt Billån,14.75,2700.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
DNB Bank ASA,DNB Grønt Billån egenkapital mindre enn 20 %,8.4,2500.0,0.0,65.0,40000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Hallingdal Valdres,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
Skagerrak Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
DNB Bank ASA,DNB Sikret Billån egenkapital 35 % eller mer,6.84,2500.0,0.0,65.0,40000.0,1000000000.0,18,63,5,65.0
DNB Bank ASA,DNB Grønt Billån egenkapital mellom 20 % og 35 %,7.4,2500.0,0.0,65.0,40000.0,1000000000.0,18,100,10,80.0
Flekkefjord Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
SpareBank 1 Lom og Skjåk,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
Tysnes Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
DNB Bank ASA,DNB Billån egenkapital mindre enn 20 %,8.5,2500.0,0.0,65.0,40000.0,1000000000.0,18,100,10,100.0
Sunndal Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
SpareBank 1 Østfold Akershus,Billån Ung inntil 100%,9.95,4599.0,0.0,95.0,10000.0,100000.0,18,34,5,100.0
Melhusbanken,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Søgne og Greipstad Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
DNB Bank ASA,DNB Grønt Billån egenkapital 35 % eller mer,6.74,2500.0,0.0,65.0,40000.0,1000000000.0,18,100,10,65.0
Gildeskål Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
SpareBank 1 Nord-Norge,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
SpareBank 1 Ringerike Hadeland,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
DNB Bank ASA,DNB Billån egenkapital 35 % eller mer,6.84,2500.0,0.0,65.0,40000.0,1000000000.0,18,100,10,65.0
Haugesund Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Romerike Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
DNB Bank ASA,DNB Billån egenkapital mellom 20 og 35%,7.5,2500.0,0.0,65.0,40000.0,1000000000.0,18,100,10,80.0
Berg Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Fana Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Eika digitalbank AS,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
DNB Bank ASA,"DNB Båtlån over 7 meter, egenkapital 20-35%",8.7,2500.0,0.0,65.0,40000.0,3000000.0,18,100,15,80.0
SpareBank 1 Nordmøre,LO Billån Ung 18-34 kaskofritt,9.4,2400.0,0.0,95.0,30000.0,130000.0,18,34,5,100.0
DNB Bank ASA,DNB MC lån egenkapital mindre enn 20 %,9.55,2500.0,0.0,65.0,40000.0,1500000.0,18,100,10,100.0
DNB Bank ASA,"DNB Båtlån under 7 meter, egenkapital 35 % eller mer",8.84,3700.0,0.0,65.0,40000.0,1500000.0,18,100,12,65.0
Tysnes Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
NORDirekte (Skagerrak Sparebank),Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
DNB Bank ASA,"DNB Båtlån over 7 meter, egenkapital 35 % eller mer",7.95,2500.0,0.0,65.0,40000.0,1500000.0,18,100,15,65.0
Eika digitalbank AS,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Sparebank 1 Finans Nord-Norge AS,MC lån inntil 65%,7.7,2990.0,0.0,95.0,20000.0,1000000.0,18,100,8,65.0
DNB Bank ASA,DNB Caravanlån egenkapital 35 % eller mer,6.84,2500.0,0.0,65.0,40000.0,1500000.0,18,100,10,65.0
SpareBank 1 Nord-Norge,MC lån inntil 65%,7.7,2990.0,0.0,95.0,20000.0,1000000.0,18,100,8,65.0
Romerike Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
DNB Bank ASA,"DNB Båtlån under 7 meter, egenkapital 20- 35 %",9.75,3700.0,0.0,65.0,40000.0,1500000.0,18,100,12,80.0
SpareBank 1 Nord-Norge,LOfavør Elbil inntil 100%,8.2,1790.0,0.0,95.0,25000.0,1000000000.0,18,100,10,100.0
Fana Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
DNB Bank ASA,DNB Caravanlån egenkapital mindre enn 20 %,8.5,2500.0,0.0,65.0,40000.0,1500000.0,18,100,10,100.0
Strømmen Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 Østfold Akershus,LOfavør MC lån inntil 65%,6.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
DNB Bank ASA,DNB Caravanlån egenkapital mellom 20 og 35%,7.5,2500.0,0.0,65.0,40000.0,1500000.0,18,100,10,80.0
Eika digitalbank AS,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Elbil inntil 100%,8.2,1790.0,0.0,95.0,25000.0,1000000000.0,18,100,10,100.0
Jæren Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Valdres Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Sør-Norge,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
Berg Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
SpareBank 1 Østfold Akershus,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
Skue Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Sparebank 68° Nord,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
SpareBank 1 Lom og Skjåk,LO Billån Ung 18-34 kaskofritt,9.4,2400.0,0.0,95.0,30000.0,130000.0,18,34,5,100.0
Skagerrak Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Østlandet,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
Sunndal Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Hallingdal Valdres,LO Billån Ung 18-34 kaskofritt,9.4,2400.0,0.0,95.0,30000.0,130000.0,18,34,5,100.0
SpareBank 1 Nordmøre,SpareBank 1 Forbrukslån,13.7,990.0,0.0,40.0,0.0,500000.0,20,100,5,0.0
Valle Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Luster Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Romerike Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Melhusbanken,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
SpareBank 1 Gudbrandsdal,Motorsykkel LO mellom 65 - 80 % finansiering,8.6,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Ørland Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Lom og Skjåk,Motorsykkel LO inntil 65 % finansiering,7.4,2690.0,0.0,95.0,10000.0,10000000.0,18,100,10,65.0
Rørosbanken Røros Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
JBF Bank og Forsikring,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Drangedal Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør MC lån inntil 65 %,7.4,2990.0,0.0,95.0,30000.0,1000000.0,18,100,8,65.0
Sunndal Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Aasen Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Nord-Norge,LOfavør MC lån inntil 65 %,7.4,2990.0,0.0,95.0,30000.0,1000000.0,18,100,8,65.0
Skagerrak Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Flekkefjord Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Soknedal Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
SpareBank 1 Hallingdal Valdres,Motorsykkel LO mellom 65 - 80 % finansiering,8.6,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Kvinesdal Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Trøgstad Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Vekselbanken,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Jæren Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 Nord-Norge,LOfavør MC lån inntill 100%,9.25,2990.0,0.0,95.0,30000.0,1000000.0,18,100,8,100.0
JBF Bank og Forsikring,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Drangedal Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Kvinesdal Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Sparebank 1 Finans Nord-Norge AS,LOfavør MC lån inntill 100%,9.25,2990.0,0.0,95.0,30000.0,1000000.0,18,100,8,100.0
Nidaros Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Sparebank 1 Finans Nord-Norge AS,MC lån inntil 100%,9.55,2990.0,0.0,95.0,20000.0,1000000.0,18,100,8,100.0
Strømmen Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
DNB Bank ASA,DNB MC lån egenkapital mellom 20 % og 35 %,9.1,2500.0,0.0,65.0,40000.0,1500000.0,18,100,10,80.0
Sogn Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Hegra Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Nord-Norge,MC lån inntil 100%,9.55,2990.0,0.0,95.0,20000.0,1000000.0,18,100,8,100.0
SpareBank 1 SMN,LO Billån Ung 18-34 kaskofritt,9.4,2400.0,0.0,95.0,30000.0,130000.0,18,34,5,100.0
DNB Bank ASA,DNB MC lån egenkapital 35 % eller mer,7.8,2500.0,0.0,65.0,40000.0,1500000.0,18,100,10,65.0
Stadsbygd Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
JBF Bank og Forsikring,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Birkenes Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Sparebanken Narvik,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Ørland Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Sogn Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Melhusbanken,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Voss Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Hegra Sparebank,Billån i banken 35 % eller mer egenkapital,5.1,2000.0,0.0,50.0,0.0,1000000000.0,18,100,5,65.0
Oppdalsbanken,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Soknedal Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Romsdal Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Trøgstad Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Tysnes Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Birkenes Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Tinn Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Strømmen Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Sogn Sparebank,Personleg kreditt,16.0,1000.0,0.0,0.0,0.0,50000.0,18,100,5,100.0
Fana Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Selbu Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Etnedal Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Sparebanken Vest,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 Østfold Akershus,Billån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,65.0
Valle Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Gudbrandsdal,Motorsykkel LO inntil 65 % finansiering,7.4,2690.0,0.0,95.0,10000.0,10000000.0,18,100,10,65.0
Rørosbanken Røros Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Bien Sparebank ASA,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Askim og Spydeberg Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Sunndal Sparebank,Grønt Billån Over 35 %,6.55,1950.0,0.0,65.0,100000.0,1500000.0,18,100,7,65.0
Rogaland Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Sparebanken DIN Telemark,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Hegra Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Evje og Hornnes Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Selbu Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Berg Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Aurskog Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Sparebanken Sør,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Kvinesdal Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Birkenes Sparebank,Billån UNG,7.6,500.0,0.0,50.0,0.0,100000.0,18,35,10,100.0
Stadsbygd Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Gildeskål Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Bien Sparebank ASA,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Spareskillingsbanken,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Sogn Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
