Bank,Nominell,Etabl.gebyr,Termingebyr,Depotgebyr,Maks belåningsgrad,Maks løpetid,Min Alder,Max Alder
SpareBank 1 Nordmøre,5.79,3000.0,75.0,1200.0,90.0,25,18,33
NORDirekte (Skagerra...,5.21,0.0,50.0,0.0,50.0,30,18,100
Romerike Sparebank,6.8,3500.0,70.0,0.0,75.0,30,18,100
SpareBank 1 Lom og S...,6.19,2950.0,50.0,0.0,70.0,30,18,100
SpareBank 1 Nordmøre,6.59,3000.0,75.0,1200.0,90.0,25,34,100
SpareBank 1 Lom og S...,6.4,2950.0,60.0,0.0,60.0,30,18,100
SpareBank 1 Nordmøre,8.49,5000.0,0.0,0,90.0,2,18,100
SpareBank 1 Lom og S...,5.65,2500.0,60.0,0,60.0,30,18,100
SpareBank 1 Nordmøre,6.49,3000.0,75.0,1200.0,75.0,25,18,100
Sogn Sparebank,6.2,2500.0,75.0,1000.0,60.0,30,18,150
SpareBank 1 Sogn og ...,4.75,2500.0,65.0,1000.0,80.0,30,18,100
Romerike Sparebank,6.6,3500.0,70.0,0.0,50.0,30,18,100
SpareBank 1 Nordmøre,5.89,3000.0,75.0,1200.0,90.0,25,18,33
Sogn Sparebank,8.25,3500.0,65.0,1000.0,85.0,5,18,100
SpareBank 1 Gudbrand...,6.45,0,60.0,800.0,60.0,10,18,100
SpareBank 1 Lom og S...,5.6,2500.0,50.0,0,50.0,30,18,100
"Nordax Bank, en del ...",7.95,0,35.0,0.0,85.0,30,18,80
SpareBank 1 Lom og S...,5.4,2500.0,50.0,0,75.0,30,18,100
SpareBank 1 Sogn og ...,4.75,2500.0,65.0,1000.0,80.0,30,18,100
DNB Bank ASA,5.04,2190.0,65.0,1000.0,75.0,30,18,100
JBF Bank og Forsikri...,6.05,3200.0,80.0,1000.0,60.0,30,18,100
Jæren Sparebank,6.39,0,70.0,0.0,70.0,30,18,100
"NORDEA BANK ABP, FIL...",5.7,0.0,50.0,0.0,90.0,30,18,100
SpareBank 1 Nord-Nor...,5.26,4000.0,65.0,1300.0,90.0,30,18,100
SpareBank 1 Nord-Nor...,5.39,4000.0,65.0,1300.0,90.0,30,18,100
Sparebanken Møre,4.89,2500.0,75.0,1000.0,85.0,30,18,33
Sparebanken Møre,4.99,2500.0,75.0,1000.0,75.0,30,18,100
SpareBank 1 Nord-Nor...,5.49,4000.0,65.0,1300.0,90.0,30,18,39
Sparebanken Øst,5.79,0.0,100.0,1250.0,60.0,30,18,100
Sparebanken Møre,4.89,2500.0,75.0,1000.0,85.0,30,18,33
SpareBank 1 Nord-Nor...,5.49,4000.0,65.0,1300.0,90.0,30,18,100
Strømmen Sparebank,7.35,4000.0,65.0,0,50.0,30,60,95
Sparebanken Møre,4.99,2500.0,75.0,1000.0,85.0,30,18,33
JBF Bank og Forsikri...,5.38,3200.0,65.0,1000.0,90.0,30,18,33
Skagerrak Sparebank,5.45,0,60.0,1000.0,50.0,30,18,100
SpareBank 1 Nordmøre,5.89,3000.0,75.0,1200.0,60.0,30,18,100
"Bluestep Bank, en de...",8.6,0,25.0,0.0,85.0,30,18,80
NORDirekte (Skagerra...,5.13,0.0,40.0,0.0,55.0,30,18,100
Haugesund Sparebank,8.25,0,50.0,1000.0,85.0,1,18,100
Romerike Sparebank,5.38,1500.0,70.0,0.0,85.0,30,18,
Kraft Bank ASA,9.5,0,75.0,0,70.0,30,18,100
SpareBank 1 Nordmøre,5.49,3000.0,75.0,1200.0,90.0,30,18,33
Kraft Bank ASA,8.0,0,75.0,0,85.0,30,18,100
Trøndelag Sparebank,6.45,2000.0,65.0,1000.0,75.0,30,18,100
SpareBank 1 Nordmøre,5.89,3000.0,75.0,1200.0,50.0,25,18,100
